city,country,temperature_celsius,feels_like_celsius,temp_min_celsius,temp_max_celsius,pressure_hpa,humidity_percent,wind.speed_m_s,wind.gust_m_s,clouds_percent,wind_dir_sin,wind_dir_cos,hour_of_day,is_daytime,weather.main
panaji,IN,37.58676588439855,25.150667277432607,16.397791189658065,38.31327236635282,1019.7620435574697,68.12771741030762,0.22118271690943658,10.995357979659897,79.02752964243825,-0.07892748548459232,0.6575652478220804,2,1,snow
bengaluru,IN,19.34486274182806,39.86116735802291,28.674111626339364,43.10472815047538,1009.1645792135232,12.771770437714682,11.914768337675092,3.342361083900649,31.909004198132408,-0.7252182108116777,-0.9977242069022052,21,1,rain
delhi,IN,14.876836177942453,34.68607261101954,18.487835131009497,33.80252111025575,993.5076322547638,27.46973767982538,12.946217400206832,3.0192437412143613,15.783362335922636,-0.730803870985742,-0.6679858804117873,9,0,scattered clouds
chennai,IN,12.541860498709537,23.953818576571745,21.03207070013752,21.03207070013752,992.2298858797812,30.836475741520477,3.238268807062682,10.558914352246806,93.96191527117249,-0.8805163661590791,0.258273862548728,7,1,scattered clouds
assam,IN,21.36542394551665,14.45691114061633,27.35831810691873,30.259173894378513,1008.8195716280517,84.77905196119028,7.504668958888233,5.816299140528731,23.229875617466746,0.38956869419427165,0.9268083405464282,8,1,thunderstorm
mumbai,IN,35.5938451573071,24.776745737961324,29.056060796139757,41.51967011330031,995.603131132685,33.26795283828669,11.478311721400951,0.5610401039436486,5.6311759200396665,0.10404420266250437,0.8465189205419607,13,0,scattered clouds
hyderabad,IN,38.05810487745801,25.598930369611058,26.88493324464551,26.88493324464551,994.9612258817766,51.88230790404228,9.496051634878754,13.747648676325783,67.94763801106487,-0.999977216164741,0.5525317889070497,0,0,mist
assam,IN,15.780732840789039,22.11120162327589,21.20479407497125,24.604164508901537,1042.7214930502187,70.2344258419989,9.313555049835417,12.498948817522056,77.67172917120938,-0.4796853904365396,-0.7335061359313421,21,0,scattered clouds
bengaluru,IN,25.402688009454245,23.983384836665447,17.128693502149236,24.332699291743474,1038.567874468459,81.43302844705768,11.123993002340152,10.10953787474029,22.411327341348798,0.02159411773036327,-0.9261003491874417,23,0,snow
srinagar,IN,18.529590609348745,10.503679111961056,9.933928322007223,39.73298130967581,987.4226852793569,34.41094870945797,3.21876577180771,11.241490283128801,11.806833829022755,0.5490649509892559,-0.8797339386043189,23,1,shower rain
thiruvananthapuram,IN,34.92302165784282,19.44979867011301,22.995023532847075,42.5785984849211,1012.6359285186967,69.64311256969074,2.998465630846994,10.996859160117618,68.5903540114242,0.8239345605471684,0.9810330302928904,13,0,clear sky
srinagar,IN,31.370879903284575,17.939014757290394,7.304119314971089,22.668219462854612,1019.2700901307113,77.18909597701682,13.290434284748244,17.567372083175712,62.491422670209886,0.5147001019752334,-0.45698533121082063,12,1,shower rain
lucknow,IN,35.07226735673958,19.75577576343828,8.233335485898655,41.270003023870515,1040.9901595859465,48.44332259537623,13.013968818227925,2.5319679198508593,28.64162827739897,0.5302631746348319,0.46624567737624567,7,0,mist
lucknow,IN,34.1724067653436,28.55660258397699,31.14973468405687,33.16229866534401,985.74758155404,10.45237354858211,14.900238488421373,17.439064894184277,73.44726444385255,-0.8797878795397018,-0.18955260786742367,22,1,rain
thiruvananthapuram,IN,38.7258168343254,12.503676557896839,22.552549247597607,28.7215503594768,1020.6935386407363,59.0705846214827,1.2142345795792657,18.73380139231711,69.6122004597265,0.9984191775461752,-0.8337367491325517,18,0,rain
hyderabad,IN,20.829082409456205,24.007166681195454,28.51118975349699,36.609930200315446,1024.9840371825105,58.5363944335722,1.8343197955162127,1.4983931884341417,5.189106731175985,-0.7484162290857836,-0.5047307130843987,17,1,clear sky
chennai,IN,25.250415247220296,15.608563837629578,30.935519466401093,33.90660737116759,1018.2027426613455,71.93336317015581,8.371841215069509,0.9599187829824496,66.43902881803082,0.9978103410634541,0.2206141432866458,19,1,broken clouds
bengaluru,IN,23.501925112472748,30.37294589906521,9.53720888323736,22.786377970397403,992.8432075197732,24.496109323711945,4.11773296076336,8.046658165895641,86.08374050894872,0.8806512032823366,-0.9444071177094031,0,1,shower rain
assam,IN,33.545611370673655,32.955024588686676,24.2731811674558,24.2731811674558,995.6253787378263,22.925112529355758,9.039922965884115,8.570857728968335,90.08225604790697,0.0433645447899012,0.7703867082631783,19,1,rain
panaji,IN,26.847530829007244,22.732088943215846,5.7705152916842275,34.103668679077934,1034.4498298712654,53.45985241486142,14.695909721088634,4.023623862024679,2.6928389219641136,0.9983328348894063,0.9514904931397228,15,1,thunderstorm
mumbai,IN,21.098323961634037,36.418566461198054,9.818518795980571,29.110925032454492,1040.7857215311026,48.8769481927046,7.129563317958533,2.8428449543572,2.308682566946807,-0.23966181882872753,0.7322015939479248,17,0,snow
ahmedabad,IN,34.63235085994723,21.416213734326217,20.664481732401768,40.92366224152302,1014.1959353895528,79.19559804808358,1.9209399436519137,4.272969632059233,30.054761904436234,0.4969874186979278,-0.9901144541287202,21,0,snow
delhi,IN,30.513646026696236,21.747656209075515,17.05774862927852,20.741587854476258,982.3741492430681,19.06098046751442,13.565280420343937,11.493880889351002,12.941520282577812,0.9853928775013846,0.6942956020617446,15,1,shower rain
hyderabad,IN,32.67897546793744,14.597645963352647,20.98574606870162,25.50681417912152,1039.661881885819,20.058934661829717,7.97912409835659,9.748422738152085,87.38224221297233,-0.7304856760103794,-0.755320139788911,11,1,shower rain
mumbai,IN,13.244522680709974,18.406976565861864,10.524609026226845,43.69825374585845,1023.7054129620607,54.27880845322573,2.671403981109875,14.667898294120537,15.917553014620179,-0.5497080970592846,0.48778213746642224,12,1,clear sky
chennai,IN,27.740744269790593,14.691149234011394,20.884735810561118,21.900368819142066,1017.9605146505994,37.66464243247031,2.5387447396538363,18.95670401562076,22.695405282161516,-0.6805924524422843,-0.4549908675064052,21,1,clear sky
pune,IN,32.53441731854323,13.374381895563445,10.161914509800765,28.49100243368248,1046.4067218401094,41.60137644928837,14.072293776226633,18.864017712899045,28.896736496434393,0.755663919875713,-0.7593790522508955,14,1,thunderstorm
jaipur,IN,38.46537515401184,30.207233658797332,7.460537133470534,44.950198739187215,1008.1094044559625,25.592158182073337,1.087821350332977,10.519994841991974,31.73392975014,-0.9533867549281781,-0.35606671237776666,2,1,few clouds
shimla,IN,34.93036181457008,33.5187419188249,14.910659974531123,38.542674886372765,982.4828210201756,84.38858150170358,14.200316350314788,12.452990573164806,33.508811213384135,-0.9328843044080724,-0.9292159785241344,20,1,scattered clouds
hyderabad,IN,38.95422102213058,23.69928866904811,25.879953733339974,25.879953733339974,1014.3432465215842,74.87929252564244,13.386424738596645,13.758034311456251,35.13906779908403,0.9287224189662774,-0.5493461513421887,19,0,few clouds
chennai,IN,14.532731428161576,37.89233612552981,27.02300695457232,40.64427155877516,996.3011872357146,55.34252550993031,8.352699010762851,5.6761740809238574,11.994121073908548,0.38089095646936916,-0.20472093898732885,14,0,few clouds
srinagar,IN,15.141949369742573,29.23832977568328,8.705397886604496,37.08796136852099,1018.1774373223935,90.71172890345152,7.5862460749132214,15.554487233723151,30.285643188522005,0.9442411532161886,0.43612131715287344,17,0,clear sky
bengaluru,IN,28.97998761455199,16.290124054726636,16.238161545932144,21.191128096813195,1043.1026299637253,10.318925379409885,1.0717567485092832,14.459201062292317,18.465461795535333,0.9932291073362869,-0.9774042376703679,5,1,shower rain
chennai,IN,31.88278281948145,40.71792812120732,19.323964118813745,28.643371398031576,990.8230978589628,79.69972674912202,13.852235528582487,3.9919443398873056,93.59839885600857,-0.26219059741771195,-0.9404878787451217,16,0,clear sky
jaipur,IN,22.010667828098754,21.6437907399142,19.345597260271383,25.674983969959595,980.5187115064474,34.62906409549216,0.604232199758809,16.769555072119058,36.02853880116502,0.15552000431979526,-0.44576108342623444,9,0,shower rain
srinagar,IN,24.18971781094458,30.266468235682655,25.26707057671009,40.679942461626425,980.4501575464493,53.59184312325358,11.727646222865163,15.786066512193692,97.6449790585136,-0.9959760712904552,-0.29734744438586425,17,1,snow
pune,IN,33.38095511005359,12.938665851365133,25.431123659167042,31.758090725093002,1012.7229168822917,30.123963580450507,13.065097021739161,16.34761400551866,1.941434079205362,0.9533460378804887,0.7697755360364642,7,1,mist
kolkata,IN,34.46996622443901,37.51433220928515,7.803897003355564,30.96754342586041,1041.9865691822397,24.474820917591053,7.5915722141206246,14.257914941715269,76.43826782484292,-0.6483784460827483,-0.22373391782186072,17,0,thunderstorm
srinagar,IN,12.207438834690727,25.988224247991752,10.782860651874005,39.54114912510961,1034.0517061879136,50.70733295148673,10.700627224757632,2.1298325268470952,31.21847521369061,-0.9996450229882382,-0.8580268011349996,19,0,broken clouds
thiruvananthapuram,IN,34.72608734686763,38.04410976216549,26.721588478028963,26.721588478028963,1009.9622145505115,15.240090906082816,11.621240185556157,13.930028270261657,6.727713363165478,-0.9935480772508776,0.7200330446530121,9,0,scattered clouds
lucknow,IN,13.857043175655493,13.80017869652615,20.01741019017357,35.20550163953084,1049.17449046196,82.26170947825251,6.557202566402301,5.160583531588989,69.42024375644286,-0.6133851250094302,0.023627209359730974,13,1,snow
lucknow,IN,19.520622508007698,18.448508228467414,10.587546302008771,31.123536616826925,1009.8756466288786,17.624816700665892,14.148719779372321,9.7170555666771,84.89702473035344,-0.7024500105457603,0.15515207814864634,21,0,mist
pune,IN,10.507294397691012,16.421564867232092,5.953287872716347,38.14241509387049,993.6371856950541,28.6759948367485,4.425851295058182,5.018829412641914,72.1875600225271,-0.9341017197764676,-0.25909674419820866,5,0,clear sky
srinagar,IN,32.86855585695173,18.704097789798052,28.093163175371608,28.093163175371608,1035.9414161994812,13.540867789754795,0.3604798431072703,19.07234883543524,17.08056259801506,-0.05538925205722911,-0.5864306608396075,21,0,broken clouds
hyderabad,IN,12.402764826407362,33.61279590244607,32.288245403760676,35.61637335422429,1009.3942142082342,70.8836033741979,10.037985471097606,9.301323019309924,72.7420432266832,-0.45979182969919263,0.881069774048085,13,0,rain
srinagar,IN,31.96294767403395,10.457833121491905,29.06221330024373,42.826088883758516,1045.67080374924,70.7334565689599,8.622999598627452,0.8552164198016721,21.054995957217937,-0.8478551022993915,-0.7398652327541364,0,1,snow
chennai,IN,23.072030705299227,24.61132222704209,16.37514505849702,43.60688958843011,1008.3410576364973,72.07075085069144,7.441125525587726,14.905466766338407,59.76120089805492,0.9997493754990096,0.945088887954172,15,1,broken clouds
chennai,IN,30.85359447837302,41.435532010348,25.06118507763043,42.16855183862735,992.3233386799019,55.26465725318712,6.7661073719913905,9.11969836859205,51.82926018631021,-0.9367657929386515,0.6776467702977028,4,0,snow
jaipur,IN,34.95664191270188,31.914351746146007,20.84162991252706,20.84162991252706,1006.0791915165536,42.833012437168435,13.422990323147477,6.131990403635596,26.258004724547447,0.8418949574661754,-0.8571350474018476,20,0,mist
chennai,IN,34.35439320837335,31.01599714714757,23.275349238191556,32.95415872589312,1047.4009141395297,36.582242861875656,9.777231721998495,6.170964494699471,64.31832734562187,-0.3763218951521437,0.8244507222293929,7,1,mist
jaipur,IN,11.95515987691621,34.04680114009004,22.245871965608877,22.245871965608877,1045.8427598584722,79.84544196354439,3.6687998703116294,16.109716261392823,40.90840542196391,-0.9224813285908002,-0.9957040701146403,17,0,mist
ahmedabad,IN,20.804864596413744,15.057354232843952,30.412477796675557,38.88455303266417,981.3826837508582,94.97730464444128,13.581549152758951,9.52432877945455,3.114237701834255,-0.6252844997142414,0.7542504685190684,0,0,scattered clouds
ahmedabad,IN,36.761765806290825,26.747151821412867,28.183680148181985,29.521494457315917,1009.0010418188936,67.7419676378461,1.593091246061213,18.394668171482543,63.74894475675457,0.9995389595489124,0.5136324984571748,8,0,snow
kolkata,IN,37.50043975240982,19.142761146625592,22.801064077660243,27.83808326943032,1006.904519671557,79.30965696998591,14.401092130778803,8.47084757345646,22.012240840474085,0.26976102042807015,-0.7592549952474893,1,1,broken clouds
srinagar,IN,18.038282503205437,29.28660062099832,27.175309961432845,34.2919653839819,997.1326504253426,52.449957002092525,5.649751368839247,13.893742131429416,24.464426096452684,0.9850798214908421,0.19938641461446005,3,1,thunderstorm
thiruvananthapuram,IN,14.707518161116814,14.167123710660437,19.76260696542908,37.702288512136256,990.908841486701,74.01988772276492,11.80865898161169,13.422453431658104,78.69091517757249,0.2431597268133564,0.9957599043437448,3,1,mist
mumbai,IN,18.787172401051873,27.657240995413055,33.48348697618624,44.262322319135336,981.1018881473935,13.93435489995193,9.906198835947032,15.942620082489691,50.25490673222384,-0.8606228700855115,-0.5606675908062988,4,0,rain
assam,IN,22.505477184802075,34.8199970590027,30.654893879696104,41.95834819936731,989.9954933408328,20.61571822434779,2.8607612862445038,6.10108922143108,21.187456623077917,-0.33556098045102994,0.9152272906571346,13,1,snow
hyderabad,IN,10.233519108069014,41.936656474256736,33.26330155406619,39.92192027066278,1001.0541631384532,36.234495654043144,2.4548839002014895,17.381086440971472,70.7993362348075,0.7102426793099644,-0.44463294624366273,6,0,clear sky
delhi,IN,10.177846460106345,29.033866104956527,17.75035541487612,23.87297340477593,1006.8214209325344,77.13305456776652,14.706748293284633,1.713618136313566,80.3484427459605,0.6698267321346459,0.9418078847265186,12,0,few clouds
lucknow,IN,17.28905375363712,30.18696900492949,24.655014978156057,24.655014978156057,1008.2008921063541,16.810419578886535,5.867038559197665,5.972950172150034,44.34271685744922,-0.35719401121620015,-0.8800435437463606,17,0,snow
hyderabad,IN,29.50301657951662,36.22473990706997,31.636508265248075,32.07172596919037,1004.4585032836167,85.05638543728338,9.330096918774643,10.964768587449111,62.83744541371736,-0.6506570715621064,0.9340563650549122,14,1,clear sky
chennai,IN,19.842090534569735,24.156069364166793,20.548591108807166,23.813301229624656,992.5059532583869,27.108645890373953,6.866431019066384,14.984369824168319,34.90981915643504,-0.36558801562250026,0.9004850454735027,5,0,rain
assam,IN,12.691238543188932,15.812512450158895,25.888025605890178,25.888025605890178,991.0019289865076,96.69696626766383,6.090278261816867,9.82475564874312,57.99755577733191,-0.6417173637794538,-0.9720434160415676,20,1,scattered clouds
ahmedabad,IN,13.55086683553894,30.129829584698424,22.72254354681731,40.507231510924434,1010.744941131232,10.493874485439704,9.121686811115513,5.855580911341924,26.08461411039492,-0.7571880398715126,-0.9641768739632218,13,0,mist
pune,IN,34.834858211985775,31.531774734583987,26.525268572479387,36.99029066042334,986.9904248023272,65.21591581398397,3.216593873448838,19.36302848433232,30.237898625292114,0.537204685750533,-0.9985151998979267,10,1,broken clouds
mumbai,IN,12.36941798098695,36.02410103504066,8.605379875873837,23.02931148068984,1045.1689413556128,29.467216326802387,14.516152941947755,19.184508957102985,81.14952015912866,-0.8521756675735522,-0.3476878442290996,6,0,mist
jaipur,IN,25.802435572901388,35.33354753848559,7.316727529763475,27.743505750335803,988.366832730727,65.0359915661889,1.3054511867492198,13.982726503064423,39.547903127022465,-0.15614103509764926,-0.4528891626653067,13,0,scattered clouds
mumbai,IN,30.693737419385982,19.598184218041325,19.63129402571628,35.34029438643637,982.3062227098798,52.567679822874865,12.616456970679598,6.018457370790338,91.02257387737843,-0.9648252830920873,-0.9881326912213706,14,0,clear sky
thiruvananthapuram,IN,11.78537327691923,24.91410509819954,14.25679773573561,23.21793798836263,1038.2336490167538,50.607213899283856,7.071367718370792,6.66798938249372,7.5939550315744615,0.6326822942322496,0.17984014946470356,8,0,rain
assam,IN,16.021385287413764,30.86120341545446,5.653955277899888,44.706602253086714,997.3206680621984,77.84308225476586,5.962442255168671,1.1966955714392502,17.79115984016909,0.8310958837476315,0.6224626491844159,5,1,snow
chennai,IN,13.349077881881847,28.702364937968408,18.44703899651201,25.286515446304993,1001.8126862818818,27.346136265740817,14.65600132791486,11.3772026477818,97.66290845335934,-0.5889349078112336,0.9587425367329948,1,1,snow
delhi,IN,19.879159385937978,33.992561866695894,27.901263993525973,27.901263993525973,1043.9339913635274,30.744272897426203,1.8192363546040313,5.914247548568525,86.55227265118938,-0.7460632193676916,-0.7222496846465725,0,0,mist
srinagar,IN,33.131151107345644,16.160544710300897,20.83747479689606,27.473365964483325,1005.0454181697536,46.38445805576211,14.67550272343216,2.2585525562687803,94.50655760710745,0.5720851347347263,-0.9305147769657869,19,0,thunderstorm
assam,IN,14.116814398506133,41.374693467346475,17.764671252790734,28.121834857878113,1036.0844204236469,59.98506090192228,12.47760426763516,8.041597088642185,20.664424694091455,-0.9898417212264325,-0.2708785149808424,23,0,thunderstorm
hyderabad,IN,14.831386448820401,15.036014162351393,31.784499158272663,36.671323169850396,1049.2602741782523,90.93956492221682,9.03771660221396,4.90398841637073,10.202372735706644,-0.5447753335051996,-0.6663648325725694,2,0,broken clouds
lucknow,IN,18.910606864324492,34.41657560392445,16.525255381995038,31.671160984486256,1034.2040858147745,44.29821123295131,2.1576557518564394,2.1452627839212868,81.81467356508982,-0.43440465838188735,-0.6092134252848342,3,1,thunderstorm
thiruvananthapuram,IN,15.950694047479992,29.87662045021803,25.350188861639225,43.48533965736206,1035.2087165988369,99.19029055643804,0.2709848548563326,19.59998535676096,17.022076939887576,0.982826654009347,0.7911279464066739,23,1,snow
lucknow,IN,17.20208959321536,13.26768284636918,18.920993237045508,38.16320405345424,1009.542944573038,29.8456083506752,13.792464056444473,4.353530503660659,19.82886729902492,0.9026948562327466,-0.2936527554558174,17,0,rain
srinagar,IN,26.247907683954608,21.476659148848793,26.079595847155165,26.5306816728041,987.4235651346123,78.77514159419405,4.855750367181007,14.655695235212898,81.96224454620913,-0.5410554289779138,-0.9866647572548665,18,1,clear sky
kolkata,IN,22.34691315703091,30.593135305143388,12.00114894391005,35.03335577944952,1016.7842964869155,85.67154882785361,8.37878331405271,6.961543233486509,40.0445764246525,0.2684638242863675,0.8650350636471998,10,0,clear sky
mumbai,IN,19.803192944651357,31.016801333119112,8.75782989655816,40.14728508902388,996.4714766842039,46.330154358976394,0.1806672557773098,1.3166052943498685,67.62803857599205,-0.9989388629686601,0.6421109028379517,16,0,clear sky
jaipur,IN,39.685598785026016,11.357783591956625,29.522458809777074,29.522458809777074,1037.6533010219912,75.77270141276087,1.2276097320095154,13.03541187106395,58.733982636571305,0.0077948611268894,-0.9951770105920611,12,0,scattered clouds
thiruvananthapuram,IN,14.731108637784757,17.500435846953167,33.23946585998638,38.99848802843984,1026.6643618594155,82.19863409863879,2.8815904755439057,5.872658755999343,84.94317007793619,-0.9812529908358064,-0.8770449731114894,2,0,thunderstorm
assam,IN,21.38892602456903,22.368292746077014,22.15202632807128,22.15202632807128,1000.0959098282623,30.296569003653133,9.47107169803387,19.06321639141118,94.01007875134384,-0.35491572124041093,-0.10044307772715036,21,1,rain
ahmedabad,IN,25.434389263930917,29.00255597168455,5.628360581955438,41.058591791562165,1018.6083072335326,90.10586766603856,14.581700488008165,9.303373973739191,96.32256199320469,0.9849082820015916,-0.762023561212133,9,1,shower rain
pune,IN,39.457159668608284,11.588187541716199,32.473981812121394,32.473981812121394,1012.0849919363719,18.012841749829327,12.618462594593067,16.808577558439445,92.08149224099971,0.5382090779015578,-0.5335848722478034,15,0,mist
pune,IN,34.793609573649405,32.51580780869401,26.575575612231077,38.45065925021421,1030.1712911798409,56.57133260383939,0.13589838583965397,5.929344152617684,45.801167910850396,0.5650177540345227,-0.14293345366177834,10,1,thunderstorm
jaipur,IN,37.88749283792707,15.547552399101878,32.45726133304248,38.02169561633531,1023.2660534075684,72.9659154199494,8.124348072336518,0.8059237451058721,40.16182012615206,0.640903227756118,0.9551681536149259,0,0,clear sky
hyderabad,IN,31.45005906693065,19.039953605531263,20.533365131555804,20.533365131555804,1037.6697161876311,51.15290572007281,5.760193352409315,2.753341825326323,28.518917846930403,-0.9827535604476955,0.915708804217026,5,1,rain
delhi,IN,29.092862312585474,25.551028718841888,7.405438751436634,30.99019032536657,1038.654518294774,56.738826538787606,8.855125541949883,10.648548931856611,70.36093065872355,0.8470981479810188,0.7144761298687567,8,1,broken clouds
thiruvananthapuram,IN,35.86312220354441,38.80998851490027,12.89188026025015,23.1446377544512,1016.045853970935,80.37671544995831,13.963076742572019,0.8660367431639293,38.7638660957926,0.9839840068665756,0.8994736197988206,19,1,broken clouds
panaji,IN,11.748259046817234,21.287840400546948,23.450177898595015,40.30407360029716,1043.1776498543795,71.02510621246898,2.086095845632464,10.979720373093564,53.840876142014714,-0.6234304678126347,-0.9782326738769083,16,1,thunderstorm
kolkata,IN,39.429589083960494,26.622327609994898,24.28124705899296,36.64840794391705,1002.8290690317178,33.059185646385814,11.244928066744107,13.046186650946051,63.47071367092805,0.9693768574145818,0.38600075528512223,11,1,broken clouds
mumbai,IN,22.94334976924031,17.57459487602229,16.622394107650504,43.54241618180306,1022.8165233182069,11.709828558584487,9.463555722821631,2.387193432182857,82.08919486108637,-0.11331397109291057,0.8389131821771268,1,0,clear sky
jaipur,IN,18.669727958258242,26.138954557064643,30.83290429354255,32.846831202912576,1040.3183748997528,29.77257235778821,8.585571686915989,0.6656899732070864,34.99122322862883,-0.9992349777665873,0.16404266915025917,8,1,rain
lucknow,IN,34.75904687028144,19.246514096897155,26.749141673691604,26.749141673691604,1008.7689911430967,56.96253918064539,11.975123468310032,9.850409052323403,69.01049314478446,-0.9256130436320372,-0.3295719954402382,18,1,few clouds
lucknow,IN,15.562265511221629,28.702957377868,9.832391044871425,20.786443795193005,1044.0527414530477,75.97886863333217,1.092219122748907,2.2502506256398225,58.54861067941047,-0.70389522285028,0.2952493084249227,16,0,broken clouds
thiruvananthapuram,IN,24.80630978768359,22.12871025492063,26.81094142603829,30.293669381372695,985.9736194808136,61.33023044343788,10.53577564783693,2.628215842207342,77.30943510560027,0.6489355403260795,-0.7309916946611565,16,0,clear sky
mumbai,IN,11.688249643337222,28.884344214545663,7.9610001716161545,21.655224410570163,1021.3022971244868,57.150307036931935,14.320715943485562,18.53541136264483,94.0042695893915,-0.5810790032675325,0.4877204288515846,14,1,snow
shimla,IN,18.74733150279792,13.890665826759708,20.459415480720974,20.459415480720974,1021.1298966204973,74.43764445068183,8.334455291310038,11.152974099023677,15.473265024260296,-0.8505894079356519,-0.682278831270621,21,0,few clouds
ahmedabad,IN,30.55018259989536,40.42065999123031,27.507481389794552,38.71314567223929,996.2070935075021,71.2013316241916,2.356115020378695,4.180516947809392,85.01602067172843,0.7036961710260984,0.7735419868006196,6,0,snow
pune,IN,31.86741266314236,27.924778238368397,22.664635153388332,22.664635153388332,1012.9419407340151,96.65682833766307,12.318874199405727,18.69165618725888,65.58410709454915,-0.9909933864519828,-0.9319350049945648,6,1,mist
kolkata,IN,20.070824269311522,36.1635369893518,23.69280055287771,23.69280055287771,986.8821806085685,23.541613521525136,13.532049973750714,19.842161469406612,22.325128733299138,-0.9879582831052273,-0.323893916912706,21,0,broken clouds
pune,IN,18.20626087005811,37.175755657546844,6.3543998679429246,40.88559931699672,1002.9756929022968,12.67179444103474,7.95397832442071,4.242008268889137,95.73788798051491,-0.6674493619178357,0.48647220871007435,14,1,few clouds
bengaluru,IN,35.71601002973602,40.921418550980675,10.273569576948825,38.21601255594983,1016.0678141850425,97.79119550410296,11.666434778668894,4.400574509975841,64.18785923955326,0.11144075542856756,0.9095699477444951,18,1,snow
jaipur,IN,20.924745945516477,39.33699919299556,26.716218903906608,32.390653463611486,985.8486466926598,87.04491421429813,6.667483763277339,5.080829844837204,32.2645148223803,0.10813844823723544,0.8545107486506127,19,0,shower rain
srinagar,IN,35.373654001560624,40.93218137262158,29.74989834083337,43.91514727678457,987.6196348536218,30.924542800284687,7.691093288677175,8.822594844637578,4.3674011990450845,0.25965730130219145,0.8045161137936283,0,1,shower rain
shimla,IN,31.296883266136717,10.236842863876745,21.423737990865643,29.920534923075728,987.1132149563607,87.95446280184898,3.2555576261405306,7.5605391728094755,34.33017765683311,-0.1272418865108896,0.47481097826076507,4,1,snow
jaipur,IN,37.761601429760276,37.701133805382405,18.187074827406132,38.00505198553107,1035.3512093903828,30.036156281624187,8.572905408741454,18.666705145849104,86.85789880338055,0.9989285573981603,0.19521779506493608,7,1,thunderstorm
chennai,IN,21.860695325841494,18.03364238205649,25.03677647415909,33.05971664303692,981.9045726007971,15.819079082542707,2.8742500828092474,18.338302727318585,99.81601033071901,0.09311495740091971,0.0656540504382873,13,0,clear sky
jaipur,IN,32.0168611269878,24.633484798544654,27.793890790038375,31.576239240805357,1027.5294887800821,38.79731895220806,0.4991772739824235,13.375082992197422,84.63784037361962,-0.6871609914177679,0.5333283853973672,4,0,clear sky
panaji,IN,18.01215824047263,11.796814528784573,18.09632923884569,26.249943681910985,993.3202443993913,37.9224874952495,10.494455403792774,16.470103353865987,87.52802742379856,-0.44037544613123175,0.8048040856778655,8,1,snow
hyderabad,IN,15.97033883245565,18.77697203920422,26.63131026073886,29.795447357830206,1013.672356096195,42.99810392693828,3.917517070616232,12.427019157052872,40.587024232396196,0.8311638827461263,0.16431163622441008,3,0,snow
shimla,IN,16.516722974532442,39.595973397207445,29.959840061152303,34.36281012965857,1012.1278981547516,74.14710177999775,4.3414527868291755,6.808825849153819,85.99323935929363,-0.9040853052434179,0.6089394316391357,12,1,shower rain
thiruvananthapuram,IN,29.50921471921768,11.939126286799791,20.78915396663902,40.397170351430034,1032.7321335764902,18.40856954905305,11.676148602168531,7.462376360931868,54.93825152563594,-0.6787327265584201,0.547593445555689,17,1,shower rain
mumbai,IN,25.19051659842437,38.17211920595757,15.163150834060982,32.44236723979568,1026.0173836449271,93.59461331991145,14.47502356644266,2.8328340427959864,86.6923719822392,-0.4851389943276442,-0.9542382632464697,4,0,few clouds
srinagar,IN,18.48658216205665,12.413281672528896,8.237346121238543,30.819913337807424,1047.4301942583577,52.80317084034958,11.393446936418908,5.522863012954358,85.0668049650598,0.8044215361994608,0.2405187935749252,3,1,rain
lucknow,IN,26.181379540844294,35.25894065253776,26.889952928513644,39.2065223031351,1047.6027782204085,90.97300783410225,13.851918264535886,7.148883838528743,62.30115238746238,0.39869106118884634,-0.5988361696450226,20,1,broken clouds
assam,IN,21.750267896066468,28.429144267796385,10.00269946316503,23.02958178334608,996.0371156133905,29.74336963863144,9.461754454873299,16.871543724415464,81.44062564594357,0.902514266245636,-0.5017847080084435,20,0,rain
mumbai,IN,34.164212040394744,28.608506698300122,21.329936499171623,42.50582181471765,1008.6215572310982,85.32759521858031,14.223922859916534,10.657920885184355,94.32789978573109,0.9306488735374349,-0.07908333103063282,10,1,thunderstorm
ahmedabad,IN,10.372767813817967,39.78584492329548,18.355788806480085,24.470950605794656,1029.0557355843528,10.625529698858683,0.5441718000853429,18.081466831246406,68.73958584841886,0.13815030350571925,0.7955391995064847,6,1,few clouds
chennai,IN,14.908720006307014,32.473909012838334,28.99827695119598,35.06751011187376,1003.5083106640636,40.18606840104816,1.040250654558874,6.597212206790424,30.459263424881822,-0.2040345178667439,0.31300547322492517,11,0,scattered clouds
assam,IN,34.947948893232294,37.45482982396817,17.259669360857245,41.37182789436941,1015.8741539840584,83.38272812096511,11.374276145866995,13.065008345828016,62.63809879461755,0.676540993659104,-0.9953491372810146,21,1,rain
thiruvananthapuram,IN,39.29470102132748,34.905099717710655,24.592903414187443,33.992950210123475,993.5393187660529,36.96992367437274,14.146881325770675,8.556763332296008,8.768714537522426,0.13594108476483438,-0.03985022550661577,15,0,mist
srinagar,IN,32.33922389035619,23.37537304244,15.21180404708909,32.00323712611187,982.6092304806095,80.24054588459298,14.801194945180528,11.152659543234178,29.719467747449947,-0.10243190396219101,-0.6699813633700611,8,1,thunderstorm
kolkata,IN,11.127186575338305,11.876502426446368,32.29290154988259,33.38932230995951,1038.0086590847875,42.64110065082195,10.661688371321612,7.698434035798147,36.464950843813504,-0.46388315079460085,0.9999146482751696,19,0,mist
